Banco,Contrato,Origen,Dia semana,Tipo archivo recaudo,Cuenta
bancoomeva s.a.,industria y comercio,n,4,pagos web,4
banco davivienda,publicidad exterior visual,p,5,pagos web,4
banco davivienda,publicidad exterior visual,n,0,pagos web,4
"banco bac san jose, s.a.",impuesto predial,p,2,pagos web,4
"rappipay, s.a.s.",alumbrado publico,p,3,pagos web,4
scotiabank colpatria,circulacion y transito,a,4,pagos web,4
sempli s.a.s.,facilidades,p,0,pagos web,4
banco davivienda,publicidad exterior visual,n,3,pagos web,4
banco av villas,facilidades,n,6,pagos web,4
banco de occidente,otros ingresos,p,1,pagos web,4
banco de occidente,ingresos no tributarios,p,0,pagos web,4
scotiabank colpatria,circulacion y transito,a,6,pagos web,4
scotiabank colpatria,circulacion y transito,n,0,pagos web,4
banco caja social,aprov.esp.pub,n,1,pagos web,4
banco colpatria pricesmart,aprov.esp.pub,n,1,pagos web,4
"td bank, n.a.",impuesto predial,p,0,pagos web,4
banco av villas,impuesto telefonico,p,4,pagos web,4
banco av villas,industria y comercio,a,2,pagos web,4
banco de occidente,industria y comercio,a,0,pagos web,4
banco davivienda,circulacion y transito,n,0,pagos web,4
bancolombia s.a.,circulacion y transito,a,2,pagos web,4
banco davivienda,otros ingresos,p,2,pagos web,4
banco davivienda,circulacion y transito,n,1,pagos web,4
banco popular,otros ingresos,p,4,pagos web,4
"teller, a.s.",impuesto predial,p,1,pagos web,4
bancolombia s.a.,circulacion y transito,n,2,pagos web,4
bancolombia s.a.,delineación urbana,n,1,pagos web,4
banco de occidente,otros ingresos,p,2,pagos web,4
banco popular,publicidad exterior visual,p,3,pagos web,4
banco de occidente,rendimientos financieros y recursos no ejecutados,n,3,pagos web,4
banco de occidente,rendimientos financieros y recursos no ejecutados,n,0,pagos web,4
banco popular,retencion ica,n,4,pagos web,4
banco popular,transferencias,n,0,pagos web,4
banco de occidente,publicidad exterior visual,n,1,pagos web,4
bancolombia,otros ingresos,p,6,pagos web,4
banco davivienda,alumbrado publico,n,1,pagos web,4
banco santander colombia,retencion ica,p,4,pagos web,4
banco santander colombia,retencion ica,p,0,pagos web,4
banco de occidente,circulacion y transito,n,2,pagos web,4
banco cooperativo coopcentral,industria y comercio,n,0,pagos web,4
bancolombia s.a.,servicios,n,0,pagos web,4
banco bbva colombia s.a.,aprov.esp.pub,p,1,pagos web,4
bancolombia,ingresos no tributarios,n,6,pagos web,4
scotiabank colpatria s.a.,facilidades,p,5,pagos web,4
scotiabank colpatria,estampilla procultura,p,3,pagos web,4
scotiabank colpatria,circulacion y transito,p,5,pagos web,4
banco santander colombia,retencion ica,p,1,pagos web,4
scotiabank colpatria,estampilla procultura,p,4,pagos web,4
"banco de guayaquil, s.a.",impuesto predial,p,3,pagos web,4
banco santander colombia,retencion ica,p,2,pagos web,4
scotiabank colpatria,facilidades,a,6,pagos web,4
banco de costa rica,impuesto predial,p,3,pagos web,4
bancolombia s.a.,retencion ica,n,0,pagos web,4
bancolombia s.a.,rentas contractuales,n,2,pagos web,4
banco de occidente,impuesto telefonico,p,1,pagos web,4
banco santander,facilidades,p,3,pagos web,4
bancolombia s.a.,movilidad,p,1,pagos web,4
banco santander,circulacion y transito,p,6,pagos web,4
banco caja social,circulacion y transito,a,6,pagos web,4
banco davivienda,alumbrado publico,a,2,pagos web,4
rappipay,industria y comercio,p,0,pagos web,4
scotiabank colpatria s.a.,alumbrado publico,p,1,pagos web,4
popular,retencion ica,presencial,1,pagos presencial,4
banco santander colombia,impuesto predial,p,2,pagos web,4
banco de occidente,estampilla procultura,p,1,pagos web,4
banco santander,impuesto predial,n,3,pagos web,4
banco santander,impuesto predial,n,6,pagos web,4
popular,rentas contractuales,presencial,4,pagos presencial,4
banco de occidente,delineación urbana,p,3,pagos web,4
banco de occidente,delineación urbana,p,2,pagos web,4
banco popular,otros ingresos,p,1,pagos web,4
sempli s.a.s.,facilidades,p,2,pagos web,4
banco de occidente s.a.,facilidades,p,3,pagos web,4
banco av villas,transferencias,p,2,pagos web,4
banco gnb sudameris,impuesto predial,a,0,pagos web,4
bancolombia,servicios,n,6,pagos web,4
banco gnb sudameris,alumbrado publico,p,0,pagos web,4
banco av villas,industria y comercio,n,5,pagos web,4
bancolombia - botón bancolombi,ingresos no tributarios,n,1,pagos web,4
bancolombia - botón bancolombi,ingresos no tributarios,n,3,pagos web,4
"rappipay, s.a.s.",industria y comercio,n,6,pagos web,4
banco itau,transferencias,p,3,pagos web,4
bancoomeva s.a.,industria y comercio,n,2,pagos web,4
ripley visa,impuesto predial,n,1,pagos web,4
banco occidente,impuesto predial,a,1,pagos web,4
toronto-dominion bank,impuesto predial,p,2,pagos web,4
banco panama,impuesto predial,p,0,pagos web,4
banco falabella,ingresos no tributarios,p,6,pagos web,4
banco gnb sudameris,impuesto predial,a,6,pagos web,4
banco av villas,retencion ica,n,3,pagos web,4
bancolombia,recursos fonset,n,0,pagos web,4
banco itau,rendimientos financieros y recursos no ejecutados,n,3,pagos web,4
banco itau,industria y comercio,n,5,pagos web,4
pse - cuentas débito ahorro y,circulacion y transito,p,5,pagos web,4
banco itau,estampilla procultura,p,4,pagos web,4
banco itau,circulacion y transito,p,5,pagos web,4
banco itau,circulacion y transito,p,3,pagos web,4
banco itau,alumbrado publico,n,2,pagos web,4
redeban multicolor s.a.,industria y comercio,p,6,pagos web,4
bancolombia - botón bancolombi,impuesto telefonico,n,3,pagos web,4
bancolombia - botón bancolombi,aprov.esp.pub,p,6,pagos web,4
banco av villas,rentas contractuales,p,4,pagos web,4
bancolombia - botón bancolombi,alumbrado publico,n,5,pagos web,4
regions bank,impuesto predial,p,2,pagos web,4
banco gnb sudameris,retencion ica,n,3,pagos web,4
banco gnb sudameris,rendimientos financieros y recursos no ejecutados,n,4,pagos web,4
bancolombia - botón bancolombi,publicidad exterior visual,n,1,pagos web,4
banco pichincha s.a.,impuesto predial,p,3,pagos web,4
banco falabella,industria y comercio,n,6,pagos web,4
sovereign bank,impuesto predial,p,0,pagos web,4
"banco de occidente, s.a.",publicidad exterior visual,p,4,pagos web,4
"banco de occidente, s.a.",industria y comercio,n,4,pagos web,4
"banco de occidente, s.a.",industria y comercio,n,2,pagos web,4
banco davivienda,ingresos no tributarios,p,6,pagos web,4
bancolombia,recursos fonset,presencial,4,pagos presencial,4
bancolombia,recursos fonset,presencial,3,pagos presencial,4
scotiabank colpatria s.a.,facilidades,n,0,pagos web,4
banco falabella,facilidades,n,5,pagos web,4
banco de occidente s.a.,impuesto predial,a,3,pagos web,4
bancolombia s.a.,aprov.esp.pub,p,0,pagos web,4
banco av villas s.a.,industria y comercio,n,0,pagos web,4
banco bilbao vizcaya argentari,facilidades,p,1,pagos web,4
"rappipay, s.a.s.",facilidades,a,4,pagos web,4
bancolombia s.a.,aprov.esp.pub,p,4,pagos web,4
banco popular,industria y comercio,a,2,pagos web,4
banco popular,industria y comercio,a,0,pagos web,4
banco davivienda,industria y comercio,w,2,pagos web,4
scotiabank colpatria s.a.,facilidades,a,5,pagos web,4
banco falabella,alumbrado publico,p,2,pagos web,4
royal bank of canada,impuesto predial,p,3,pagos web,4
banco bilbao vizcaya argentari,facilidades,p,2,pagos web,4
bancolombia - botón bancolombi,retencion ica,p,6,pagos web,4
banco bilbao vizcaya argentari,facilidades,p,5,pagos web,4
banco av villas s.a.,impuesto predial,a,6,pagos web,4
banco av villas s.a.,impuesto predial,a,5,pagos web,4
banco falabella,circulacion y transito,n,0,pagos web,4
bancolombia,retencion ica,a,2,pagos web,4
bancolombia - botón bancolombi,rentas contractuales,a,6,pagos web,4
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,n,2,pagos web,4
banco popular,delineación urbana,p,3,pagos web,4
banco av villas s.a.,facilidades,n,2,pagos web,4
scotiabank colpatria,facilidades,n,6,pagos web,4
banco davivienda,rendimientos financieros y recursos no ejecutados,n,3,pagos web,4
redeban multicolor s.a.,impuesto predial,a,6,pagos web,4
bancolombia,impuesto telefonico,n,0,pagos web,4
banco de bogota,recursos fonset,n,1,pagos web,4
banco de bogota,recursos fonset,n,2,pagos web,4
banco bbva colombia s.a.,recursos fonset,n,4,pagos web,4
banco de bogota,recursos fonset,p,5,pagos web,4
banco de bogota,rentas contractuales,p,1,pagos web,4
banco de bogota,rentas contractuales,p,4,pagos web,4
bancolombia,estampilla procultura,presencial,4,pagos presencial,4
banco de bogota,aprov.esp.pub,p,0,pagos web,4
"banco davivienda, s.a.",industria y comercio,n,1,pagos web,4
pse - cuentas débito ahorro y,publicidad exterior visual,p,1,pagos web,4
bancolombia s.a.- nequi,industria y comercio,p,6,pagos web,4
banco de bogota,servicios,n,2,pagos web,4
scotiabank colpatria,industria y comercio,a,6,pagos web,4
scotiabank colpatria,impuesto telefonico,p,3,pagos web,4
scotiabank colpatria,impuesto telefonico,p,1,pagos web,4
pse - cuentas débito ahorro y,industria y comercio,p,3,pagos web,4
banco davivienda s.a.,impuesto predial,a,6,pagos web,4
banco davivienda s.a.,impuesto predial,a,4,pagos web,4
bancolombia,estampilla procultura,n,2,pagos web,4
banco caja social,ingresos no tributarios,p,4,pagos web,4
bancolombia,cuotas partes jubilatorias,presencial,3,pagos presencial,4
banco caja social,facilidades,a,0,pagos web,4
scotiabank colpatria s.a.,industria y comercio,n,6,pagos web,4
bancocajasocial,delineación urbana,presencial,5,pagos presencial,4
bancoomeva s.a.,impuesto predial,n,2,pagos web,4
bancoomeva s.a.,impuesto predial,a,4,pagos web,4
banco davivienda s.a.,impuesto predial,n,3,pagos web,4
bancoomeva,industria y comercio,p,3,pagos web,4
banco de bogota,espectaculos publicos,n,4,pagos web,4
banco bbva colombia s.a.,rentas contractuales,p,3,pagos web,4
banco de bogota,estampilla procultura,p,1,pagos web,4
banco bbva colombia s.a.,retencion ica,p,5,pagos web,4
banco de bogota,delineación urbana,p,3,pagos web,4
banco caja social,industria y comercio,a,1,pagos web,4
banco bbva colombia s.a.,industria y comercio,a,5,pagos web,4
servibanca s.a.,impuesto predial,p,2,pagos web,4
bancolombia,alumbrado publico,n,6,pagos web,4
bancocajasocial,servicios,presencial,5,pagos presencial,4
bancocajasocial,impuesto telefonico,presencial,4,pagos presencial,4
bancoomeva s.a.,facilidades,p,4,pagos web,4
bancocajasocial,retencion ica,presencial,1,pagos presencial,4
banco de bogota,impuesto telefonico,p,3,pagos web,4
banco colpatria pricesmart,industria y comercio,a,4,pagos web,4
banco bbva colombia s.a.,impuesto telefonico,p,1,pagos web,4
scotiabank colpatria,otros ingresos,p,1,pagos web,4
banco bbva colombia s.a.,impuesto telefonico,p,0,pagos web,4
pse - cuentas débito ahorro y,industria y comercio,p,6,pagos web,4
banco bbva colombia s.a.,impuesto predial,w,4,pagos web,4
bancocajasocial,movilidad,presencial,5,pagos presencial,4
banco davivienda s.a.,facilidades,p,4,pagos web,4
banco serfinanza s.a,industria y comercio,p,1,pagos web,4
banco bbva colombia s.a.,delineación urbana,p,3,pagos web,4
banco de bogotá s.a.,facilidades,n,2,pagos web,4
scotiabank colpatria,rentas contractuales,p,3,pagos web,4
scotiabank colpatria,rentas contractuales,p,6,pagos web,4
banco davivienda,servicios,p,2,pagos web,4
scotiabank colpatria,retencion ica,n,3,pagos web,4
popular,otros ingresos,presencial,2,pagos presencial,4
banco davivienda,servicios,n,2,pagos web,4
bancolombia,espectaculos publicos,n,2,pagos web,4
banco caja social,otros ingresos,n,2,pagos web,4
banco coomeva s.a.,impuesto predial,n,3,pagos web,4
bancolombia,espectaculos publicos,n,4,pagos web,4
banco de bogotá s.a.,facilidades,p,3,pagos web,4
banco caja social,circulacion y transito,p,5,pagos web,4
bancolombia,estampilla procultura,n,1,pagos web,4
banco de bogotá s.a.,industria y comercio,n,3,pagos web,4
banco cooperativo coopcentral,facilidades,n,0,pagos web,4
banco cooperativo coopcentral,facilidades,n,2,pagos web,4
scotiabank colpatria s.a.,industria y comercio,a,3,pagos web,4
banco de bogota,espectaculos publicos,n,3,pagos web,4
banco bbva colombia s.a.,movilidad,p,1,pagos web,4
banco de bogota s.a.,industria y comercio,n,2,pagos web,4
banco davivienda s.a.,facilidades,p,0,pagos web,4
pse - cuentas débito ahorro y,recursos fonset,p,1,pagos web,4
banco serfinanza s.a,impuesto predial,a,3,pagos web,4
"banco davivienda, s.a.",facilidades,a,0,pagos web,4
banco serfinanza s.a,impuesto predial,n,2,pagos web,4
banco bbva colombia s.a.,estampilla procultura,n,3,pagos web,4
nequi,ingresos no tributarios,n,3,pagos web,3
suncoast schools f.c.u.,impuesto predial,p,3,pagos web,3
banco itau,ingresos no tributarios,p,4,pagos web,3
capital one bank (usa) nationa,impuesto predial,p,3,pagos web,3
caja social bcs,impuesto predial,p,6,pagos web,3
pse - cuentas débito ahorro y,industria y comercio,n,4,pagos web,3
banco popular,facilidades,n,2,pagos web,3
"rappipay, s.a.s.",facilidades,p,5,pagos web,3
"rappipay, s.a.s.",facilidades,p,6,pagos web,3
avvillas,rentas contractuales,presencial,1,pagos presencial,3
colpatria,industria y comercio,p,3,pagos web,3
colpatria,publicidad exterior visual,presencial,0,pagos presencial,3
banco itau,retencion ica,n,0,pagos web,3
colpatria,industria y comercio,p,4,pagos web,3
american express,impuesto predial,p,0,pagos web,3
banco bilbao vizcaya argentari,facilidades,p,6,pagos web,3
scotiabank colpatria s.a.,industria y comercio,a,1,pagos web,3
banco bbva colombia s.a.,movilidad,p,4,pagos web,3
banco itau,retencion ica,n,4,pagos web,3
banco itau,industria y comercio,a,2,pagos web,3
"capital one bank (usa), n.a.",impuesto predial,n,0,pagos web,3
banco colpatria pricesmart,industria y comercio,a,1,pagos web,3
"capital one bank (usa), n.a.",impuesto predial,a,2,pagos web,3
banco itau,transferencias,p,4,pagos web,3
clara,industria y comercio,p,0,pagos web,3
redeban multicolor s.a.,facilidades,p,3,pagos web,3
suncoast schools f.c.u.,impuesto predial,p,2,pagos web,3
colpatria,publicidad exterior visual,presencial,4,pagos presencial,3
gnb,alumbrado publico,presencial,4,pagos presencial,3
banco itau,retencion ica,n,3,pagos web,3
banco itau,publicidad exterior visual,p,0,pagos web,3
bancolombia,espectaculos publicos,n,1,pagos web,3
banco popular,delineación urbana,p,2,pagos web,3
capital one bank (usa) n.a.,impuesto predial,p,5,pagos web,3
pse - cuentas débito ahorro y,industria y comercio,p,4,pagos web,3
colpatria,movilidad,presencial,0,pagos presencial,3
banco bbva colombia s.a.,publicidad exterior visual,n,0,pagos web,3
nu pagamentos sa,industria y comercio,n,5,pagos web,3
synchrony bank,impuesto predial,p,1,pagos web,3
banco itau,rentas contractuales,p,0,pagos web,3
scotiabank colpatria s.a.,industria y comercio,a,2,pagos web,3
banco occidente,facilidades,p,5,pagos web,3
banco occidente,facilidades,p,6,pagos web,3
"rappipay, s.a.s.",ingresos no tributarios,n,1,pagos web,3
banco bilbao vizcaya argentari,impuesto predial,n,6,pagos web,3
banco bbva colombia s.a.,publicidad exterior visual,p,5,pagos web,3
banco davivienda,delineación urbana,p,0,pagos web,3
caja social bcs,facilidades,p,2,pagos web,3
itaú,circulacion y transito,p,3,pagos web,3
pse - cuentas débito ahorro y,industria y comercio,p,5,pagos web,3
colpatria,impuesto telefonico,presencial,4,pagos presencial,3
caja social bcs,facilidades,p,0,pagos web,3
banco itau,recursos fonset,p,4,pagos web,3
banco panama,impuesto predial,p,6,pagos web,3
banco pichincha,impuesto predial,p,1,pagos web,3
american express,impuesto predial,p,1,pagos web,3
bancolombia,delineación urbana,a,4,pagos web,3
colpatria,aprov.esp.pub,presencial,2,pagos presencial,3
colpatria,aprov.esp.pub,presencial,1,pagos presencial,3
banco popular,alumbrado publico,n,4,pagos web,3
banco itau,recursos fonset,p,3,pagos web,3
banco popular,circulacion y transito,p,0,pagos web,3
banco popular,circulacion y transito,p,6,pagos web,3
colpatria,pot.,presencial,4,pagos presencial,3
bancolombia,circulación pico y placa,presencial,4,pagos presencial,3
banco itau,transferencias,p,1,pagos web,3
cfa cooperativa financiera,industria y comercio,p,0,pagos web,3
citibank privatkunden ag and c,impuesto predial,p,4,pagos web,3
gnb,préstamos hipotecarios,presencial,4,pagos presencial,3
nequi,servicios,p,2,pagos web,3
nequi,servicios,n,6,pagos web,3
cfa,alumbrado publico,presencial,5,pagos presencial,3
cfa,alumbrado publico,presencial,4,pagos presencial,3
choice financial group,impuesto predial,p,1,pagos web,3
nu pagamentos sa,circulacion y transito,p,3,pagos web,3
banco davivienda,alumbrado publico,a,3,pagos web,3
colpatria,servicios,presencial,1,pagos presencial,3
rappipay,industria y comercio,p,3,pagos web,3
nu pagamentos sa,circulacion y transito,p,4,pagos web,3
banco popular s.a.,impuesto predial,n,2,pagos web,3
nequi,retencion ica,n,2,pagos web,3
banco caja social s.a.,impuesto predial,a,2,pagos web,3
gnb,pot.,presencial,4,pagos presencial,3
banco serfinanza s.a,industria y comercio,p,0,pagos web,3
gnb,pot.,presencial,3,pagos presencial,3
citibank,circulacion y transito,p,5,pagos web,3
citibank,delineación urbana,p,4,pagos web,3
banco popular s.a.,industria y comercio,p,3,pagos web,3
banco popular s.a.,impuesto predial,n,4,pagos web,3
nequi,servicios,p,3,pagos web,3
banco santander,impuesto predial,a,1,pagos web,3
banco cooperativo coopcentral,retencion ica,p,0,pagos web,3
scotiabank colpatria s.a.,impuesto predial,w,1,pagos web,3
gnb sudameris,impuesto predial,a,4,pagos web,3
banco santander s.a.,impuesto predial,p,4,pagos web,3
nium pte. ltd.,impuesto predial,p,2,pagos web,3
cfa cooperativa financiera,impuesto predial,n,1,pagos web,3
nium pte. ltd.,impuesto predial,p,1,pagos web,3
banco santander s.a.,servicios,n,2,pagos web,3
nexi payments spa,impuesto predial,a,2,pagos web,3
cfa cooperativa financiera,facilidades,n,3,pagos web,3
banco caja social s.a.,impuesto predial,n,4,pagos web,3
gnb,retencion ica,presencial,2,pagos presencial,3
cfa,préstamos hipotecarios,presencial,5,pagos presencial,3
banco santander-chile,impuesto predial,p,0,pagos web,3
banco coomeva s.a.,industria y comercio,p,2,pagos web,3
"chase bank usa, n.a.",impuesto predial,a,4,pagos web,3
banco coomeva s.a.,industria y comercio,p,1,pagos web,3
banco serfinanza,impuesto predial,p,4,pagos web,3
scotiabank colpatria s.a.,impuesto predial,w,0,pagos web,3
"chase bank usa, n.a.",impuesto predial,a,6,pagos web,3
pse - cuentas débito ahorro y,rendimientos financieros y recursos no ejecutados,p,3,pagos web,3
cf tech colombia sas,industria y comercio,n,2,pagos web,3
banco popular s.a.,impuesto predial,n,0,pagos web,3
citibank na,impuesto predial,p,6,pagos web,3
citibank n.a.,impuesto predial,w,1,pagos web,3
"capital one, national associat",facilidades,p,0,pagos web,3
"rappipay, s.a.s.",facilidades,a,2,pagos web,3
citibank n.a.,impuesto predial,n,2,pagos web,3
bancocajasocial,rendimientos financieros y recursos no ejecutados,presencial,2,pagos presencial,3
banco cooperativo coopcentral,facilidades,n,6,pagos web,3
banco bilbao vizcaya argentari,facilidades,p,0,pagos web,3
"capital one bank (usa), nation",impuesto predial,p,1,pagos web,3
bancocajasocial,retencion ica,presencial,3,pagos presencial,3
citibank n.a.,impuesto predial,w,0,pagos web,3
banco popular,industria y comercio,a,4,pagos web,3
banco serfinanza s.a,industria y comercio,p,2,pagos web,3
nequi,movilidad,p,2,pagos web,3
banco popular,industria y comercio,a,3,pagos web,3
goldman sachs bank usa,impuesto predial,p,0,pagos web,3
banco bbva colombia s.a.,servicios,n,3,pagos web,3
citibank na,facilidades,p,2,pagos web,3
goldman sachs bank usa,impuesto predial,p,2,pagos web,3
banco colpatria pricesmart,industria y comercio,a,2,pagos web,3
citibank na,impuesto predial,p,0,pagos web,3
citibank na,impuesto predial,p,2,pagos web,3
bancocajasocial,otros ingresos,presencial,5,pagos presencial,3
bancocajasocial,movilidad,presencial,3,pagos presencial,3
banco bbva colombia s.a.,transferencias,n,0,pagos web,3
bancocajasocial,impuesto telefonico,presencial,1,pagos presencial,3
gnb,otros ingresos,presencial,1,pagos presencial,3
"rappipay, s.a.s.",circulacion y transito,n,0,pagos web,3
avvillas,pot.,presencial,0,pagos presencial,3
nu pagamentos sa,facilidades,n,0,pagos web,3
citibank,impuesto telefonico,p,1,pagos web,3
"rappipay, s.a.s.",circulacion y transito,p,0,pagos web,3
banco popular s.a.,facilidades,p,3,pagos web,3
"banco popular dominicano, c. p",impuesto predial,p,1,pagos web,3
itaú,facilidades,p,5,pagos web,3
banco davivienda,circulacion y transito,a,1,pagos web,3
bancocajasocial,alumbrado publico,presencial,5,pagos presencial,3
visa - visa,impuesto predial,n,3,pagos web,3
gnb,industria y comercio,presencial,5,pagos presencial,3
citibank,ingresos no tributarios,p,3,pagos web,3
banco bilbao vizcaya argentari,circulacion y transito,p,3,pagos web,3
citibank,retencion ica,n,2,pagos web,3
banco popular,recursos fonset,n,3,pagos web,3
banco bbva colombia s.a.,transferencias,n,3,pagos web,3
bancocajasocial,impuesto telefonico,presencial,0,pagos presencial,3
citibank n.a.,impuesto predial,n,6,pagos web,3
ripley visa,industria y comercio,p,0,pagos web,3
colpatria,servicios,presencial,4,pagos presencial,3
financiera coomeva,facilidades,p,2,pagos web,3
cotrafa,rendimientos financieros y recursos no ejecutados,presencial,3,pagos presencial,3
wells fargo,impuesto predial,p,2,pagos web,3
cotrafa,retencion ica,presencial,0,pagos presencial,3
cotrafa,retencion ica,presencial,1,pagos presencial,3
serfinansa,impuesto predial,a,2,pagos web,3
movii s.a.,industria y comercio,p,2,pagos web,3
banco davivienda,servicios,n,0,pagos web,3
scotiabank colpatria s.a.,alumbrado publico,p,0,pagos web,3
movii s.a.,impuesto predial,p,2,pagos web,3
credibanco,impuesto predial,n,0,pagos web,3
credibanco,impuesto predial,p,2,pagos web,3
credibanco,impuesto predial,p,5,pagos web,3
banco davivienda,transferencias,n,3,pagos web,3
movii,impuesto predial,p,2,pagos web,3
credit lyonnais,impuesto predial,p,6,pagos web,3
servibanca s.a.,industria y comercio,p,1,pagos web,3
movii,impuesto predial,a,1,pagos web,3
scotiabank colpatria,impuesto predial,w,1,pagos web,3
credit suisse,impuesto predial,p,2,pagos web,3
morgan stanley private bank na,impuesto predial,p,0,pagos web,3
mmg bank corporation,impuesto predial,n,0,pagos web,3
banco davivienda s.a.,facilidades,p,1,pagos web,3
banco davivienda s.a.,facilidades,p,2,pagos web,3
daviplata,circulacion y transito,p,0,pagos web,3
daviplata,circulacion y transito,p,4,pagos web,3
banco caja social,facilidades,a,2,pagos web,3
banco de bogota,transferencias,n,4,pagos web,3
banco de bogota,transferencias,n,1,pagos web,3
banco de bogota,servicios,n,0,pagos web,3
banco de bogotá s.a.,impuesto predial,w,1,pagos web,3
cotrafa,publicidad exterior visual,presencial,0,pagos presencial,3
cotrafa,préstamos hipotecarios,presencial,5,pagos presencial,3
banco de occidente,circulacion y transito,n,3,pagos web,3
cotrafa,aprov.esp.pub,presencial,5,pagos presencial,3
"fia card services, national as",impuesto predial,p,2,pagos web,3
"fia card services, national as",impuesto predial,p,1,pagos web,3
"jpmorgan chase bank, n.a.",impuesto predial,n,2,pagos web,3
banco de occidente,facilidades,n,6,pagos web,3
banco de occidente,espectaculos publicos,n,4,pagos web,3
banco davivienda,rentas contractuales,p,6,pagos web,3
cotrafa,impuesto predial,a,0,pagos web,3
movii sa,impuesto predial,p,5,pagos web,3
cotrafa,impuesto predial,a,4,pagos web,3
cotrafa,impuesto predial,a,5,pagos web,3
cotrafa,impuesto predial,a,6,pagos web,3
cotrafa,impuesto predial,n,4,pagos web,3
banco de occidente,aprov.esp.pub,p,4,pagos web,3
banco de bogotá s.a.,industria y comercio,n,5,pagos web,3
cotrafa,impuesto predial,presencial,5,pagos presencial,3
scotiabank colpatria,deguello de ganado,p,3,pagos web,3
cotrafa,impuesto telefonico,presencial,2,pagos presencial,3
cotrafa,impuesto telefonico,presencial,4,pagos presencial,3
"fia card services, n.a.",impuesto predial,p,1,pagos web,3
banco caja social,otros ingresos,n,3,pagos web,3
amex - amex,impuesto predial,p,6,pagos web,3
"banco de guayaquil, s.a.",impuesto predial,p,4,pagos web,3
banco de credito e inversiones,impuesto predial,p,3,pagos web,3
banco de credito e inversiones,impuesto predial,p,2,pagos web,3
banco caja social,circulacion y transito,n,1,pagos web,3
banco de bogotá s.a.,rentas contractuales,p,2,pagos web,3
banco caja social,circulacion y transito,n,3,pagos web,3
falabella,facilidades,a,1,pagos web,3
amex - amex,impuesto predial,n,1,pagos web,3
banco de bogota,recursos fonset,n,3,pagos web,3
scotiabank colpatria,rendimientos financieros y recursos no ejecutados,p,6,pagos web,3
"wells fargo bank, n.a.",impuesto predial,n,1,pagos web,3
"wells fargo bank, n.a.",impuesto predial,n,2,pagos web,3
banco de bogota,circulacion y transito,n,4,pagos web,3
banco de bogota,circulacion y transito,n,2,pagos web,3
banco de bogota,circulacion y transito,a,3,pagos web,3
banco de bogota,aprov.esp.pub,p,4,pagos web,3
banco caja social,movilidad,p,3,pagos web,3
scotiabank colpatria,rendimientos financieros y recursos no ejecutados,n,0,pagos web,3
leesport bank,impuesto predial,p,6,pagos web,3
serfinansa,impuesto predial,p,6,pagos web,3
davivienda,préstamos hipotecarios,presencial,6,pagos presencial,3
scotiabank colpatria,rendimientos financieros y recursos no ejecutados,p,5,pagos web,3
serfinansa,impuesto predial,p,4,pagos web,3
"banco davivienda, s.a.",facilidades,n,1,pagos web,3
banco de bogota,delineación urbana,p,0,pagos web,3
scotiabank colpatria,rentas contractuales,n,1,pagos web,3
davivienda,rendimientos financieros y recursos no ejecutados,presencial,5,pagos presencial,3
"banco davivienda, s.a.",facilidades,a,4,pagos web,3
american express company,impuesto predial,n,5,pagos web,3
"banco davivienda, s.a.",circulacion y transito,n,4,pagos web,3
scotiabank colpatria,retencion ica,n,0,pagos web,3
"banco davivienda, s.a.",alumbrado publico,p,3,pagos web,3
davivienda,sobretasa a la gasolina,presencial,2,pagos presencial,3
lulo bank,impuesto predial,p,4,pagos web,3
serfinansa,impuesto predial,p,0,pagos web,3
banco caja social,movilidad,p,2,pagos web,3
lulo bank,facilidades,p,1,pagos web,3
lulo bank,impuesto predial,n,2,pagos web,3
scotiabank colpatria,otros ingresos,p,0,pagos web,3
american express us,impuesto predial,p,4,pagos web,3
banco de bogota,publicidad exterior visual,n,2,pagos web,3
banco de bogota,impuesto telefonico,p,2,pagos web,3
daviplata,industria y comercio,n,1,pagos web,3
daviplata,industria y comercio,n,3,pagos web,3
daviplata,industria y comercio,n,4,pagos web,3
master - master,impuesto predial,n,1,pagos web,3
banco de bogota,otros ingresos,n,0,pagos web,3
banco de bogota,movilidad,n,4,pagos web,3
banco de bogota,movilidad,n,3,pagos web,3
falabella,circulacion y transito,p,4,pagos web,3
daviplata,retencion ica,p,0,pagos web,3
scotiabank colpatria,ingresos no tributarios,p,2,pagos web,3
servibanca s.a.,impuesto predial,p,5,pagos web,3
banco de bogota,industria y comercio,a,6,pagos web,3
banco de bogota,impuesto telefonico,p,4,pagos web,3
scotiabank colpatria,movilidad,p,2,pagos web,3
banco de bogota,espectaculos publicos,n,0,pagos web,3
davivienda,circulación pico y placa,presencial,3,pagos presencial,3
banco de bogota,impuesto predial,w,3,pagos web,3
scotiabank colpatria,movilidad,p,3,pagos web,3
banco de bogota,impuesto predial,w,0,pagos web,3
wells fargo bank n.a.,impuesto predial,p,5,pagos web,3
banco caja social,impuesto telefonico,p,0,pagos web,3
davivienda,espectaculos publicos,presencial,4,pagos presencial,3
lulo bank sa,impuesto predial,p,5,pagos web,3
banco de bogota,facilidades,a,0,pagos web,3
"wells fargo bank, n.a.",impuesto predial,a,0,pagos web,3
lulo bank sa,impuesto predial,p,3,pagos web,3
banco de bogota,espectaculos publicos,n,1,pagos web,3
american express us,impuesto predial,p,5,pagos web,3
