nombre_banco,descripcion_tipo_cuenta_contrato,origen,tipo_archivo_recaudo,mean,std,max,min
consumidor de american express,impuesto predial,n,pagos web,639235.0,,639235,639235
consumidor de american express,impuesto predial,p,pagos web,1735061.4,1317803.7377199654,4547853,67026
coofinep,alumbrado publico,presencial,pagos presencial,68973.57777777778,150304.4794108837,821711,1713
coofinep,aprov.esp.pub,presencial,pagos presencial,249408.0,,249408,249408
coofinep,circulacion y transito,presencial,pagos presencial,30700.666666666668,16668.34695985129,62820,5930
coofinep,delineación urbana,presencial,pagos presencial,2651500.0,3599880.623020713,5197000,106000
coofinep,impuesto predial,presencial,pagos presencial,496811.0,654458.1723555754,1651726,49900
coofinep,impuesto telefonico,presencial,pagos presencial,7624.0,,7624,7624
coofinep,industria y comercio,presencial,pagos presencial,211036.39588027037,552213.6654121364,8893220,228
coofinep,rentas contractuales,presencial,pagos presencial,43812.0,,43812,43812
coofinep cooperativa financier,aprov.esp.pub,n,pagos web,190170.0,,190170,190170
coofinep cooperativa financier,delineación urbana,p,pagos web,461170.0,,461170,461170
coofinep cooperativa financier,impuesto predial,a,pagos web,390419.0,,390419,390419
coofinep cooperativa financier,impuesto predial,n,pagos web,432530.4,276914.19428371673,806117,81163
coofinep cooperativa financier,impuesto predial,p,pagos web,417444.3333333333,551571.3982355588,2072319,639
coofinep cooperativa financier,industria y comercio,p,pagos web,287330.0,436436.8940278384,941001,38141
coop. financ. confiar,facilidades,p,pagos web,907386.5294117647,756813.3298229093,3082116,110697
coop. financ. confiar,impuesto predial,a,pagos web,860575.0,,860575,860575
coop. financ. confiar,impuesto predial,p,pagos web,329897.3461538461,305356.5534644865,1976936,32974
coop. financ. confiar,industria y comercio,p,pagos web,661406.75,793043.8729388438,2521809,28000
coopcentral,facilidades,p,pagos web,168445.0,,168445,168445
coopcentral,impuesto predial,a,pagos web,108961.0,,108961,108961
coopcentral,impuesto predial,p,pagos web,330683.2631578947,303167.3496410214,1608420,37057
coopcentral,impuesto telefonico,p,pagos web,105889.0,,105889,105889
coopcentral,industria y comercio,a,pagos web,126405.0,,126405,126405
coopcentral,industria y comercio,p,pagos web,90578.6,100297.32073340742,267981,36105
cooperativa financiera de anti,impuesto predial,p,pagos web,293142.0,0.0,293142,293142
corner banca s.a.,impuesto predial,p,pagos web,1120454.0,,1120454,1120454
"corner banca, s.a.",impuesto predial,p,pagos web,11933344.0,12348726.150451632,20665212,3201476
cotrafa,alumbrado publico,presencial,pagos presencial,66385.44077669903,259227.60784187829,5485185,7
cotrafa,aprov.esp.pub,p,pagos web,95933.0,,95933,95933
cotrafa,aprov.esp.pub,presencial,pagos presencial,314377.36363636365,229701.73993307067,1061946,65934
cotrafa,circulacion y transito,p,pagos web,32000.666666666668,12674.593537203997,43000,18140
cotrafa,circulacion y transito,presencial,pagos presencial,58905.38770913771,92133.24436911305,1057178,4200
cotrafa,delineación urbana,presencial,pagos presencial,2180729.375,2588862.567553359,11196000,10000
cotrafa,facilidades,p,pagos web,608515.6666666666,559240.6676011679,1437885,65536
cotrafa,impuesto predial,a,pagos web,226062.25,272119.0061727895,884563,23712
cotrafa,impuesto predial,n,pagos web,209964.0,305912.71880780737,1665334,26089
cotrafa,impuesto predial,p,pagos web,519892.72093023255,1302873.446235019,13997296,2557
cotrafa,impuesto predial,presencial,pagos presencial,909179.8879310344,1693833.482281038,10324575,179
cotrafa,impuesto telefonico,presencial,pagos presencial,80256.48148148147,112089.77821555856,385302,593
cotrafa,industria y comercio,a,pagos web,641664.5,1138438.6305241345,2348732,36000
cotrafa,industria y comercio,p,pagos web,2340192.4285714286,2980937.2180126286,9418148,6107
cotrafa,industria y comercio,presencial,pagos presencial,184420.22245225622,633147.4814056108,30121275,13
cotrafa,ingresos no tributarios,p,pagos web,38481.0,,38481,38481
cotrafa,ingresos no tributarios,presencial,pagos presencial,803497.7631578947,2909671.0996950106,24447387,14092
cotrafa,movilidad,presencial,pagos presencial,521714.6956521739,410917.1190355041,1606600,97461
cotrafa,otros ingresos,presencial,pagos presencial,69157.5442477876,139580.1114255666,2152683,29960
cotrafa,pot.,presencial,pagos presencial,5564548.5,5754413.064985907,9633533,1495564
cotrafa,préstamos hipotecarios,presencial,pagos presencial,1593056.7285714287,8268585.7854209365,69527850,384
cotrafa,publicidad exterior visual,presencial,pagos presencial,901923.6666666666,1487545.1952876814,3924899,127000
cotrafa,rendimientos financieros y recursos no ejecutados,presencial,pagos presencial,628604.9019607843,751077.2816304392,2457939,10729
cotrafa,rentas contractuales,presencial,pagos presencial,298355.9303904924,513969.03596670507,3708294,1
cotrafa,retencion ica,presencial,pagos presencial,331625.0,337251.4693391692,1030000,52000
cotrafa,servicios,presencial,pagos presencial,26179.67777777778,11839.321368559935,61900,5400
country day,impuesto predial,n,pagos web,5566168.0,,5566168,5566168
country day,impuesto predial,p,pagos web,4056555.6666666665,2890878.2966912207,6550478,888022
coöperatieve rabobank u.a.,impuesto predial,n,pagos web,97622.0,,97622,97622
coöperatieve rabobank u.a.,impuesto predial,p,pagos web,11794975.0,,11794975,11794975
credibanco,facilidades,p,pagos web,9544888.5,2690976.173085243,11447696,7642081
credibanco,impuesto predial,a,pagos web,875213.0,817162.7444587359,2030299,104670
credibanco,impuesto predial,n,pagos web,752315.2222222222,658682.0073935104,2106287,3408
credibanco,impuesto predial,p,pagos web,1048849.4814814816,874602.3357822675,3282880,1390
credibanco,industria y comercio,p,pagos web,839087.0,688665.4363332024,1326047,352127
"credicard, s.a.",impuesto predial,p,pagos web,982171.3333333334,131108.99979152207,1079481,833079
"credicorp bank, s.a.",impuesto predial,p,pagos web,1505862.0,,1505862,1505862
credit agricole s.a.,impuesto predial,p,pagos web,1052709.0,0.0,1052709,1052709
"credit agricole, s.a.",impuesto predial,n,pagos web,4302.0,,4302,4302
"credit agricole, s.a.",impuesto predial,p,pagos web,270090.3333333333,68080.89310029159,340409,204493
credit du nord,impuesto predial,p,pagos web,545937.0,410409.0184413593,836140,255734
credit industriel et commercia,impuesto predial,p,pagos web,849647.3333333334,112771.03074075952,966513,741474
credit lyonnais,impuesto predial,p,pagos web,612866.0,569549.619900672,1259293,184839
credit mutuel arkea,impuesto predial,n,pagos web,2040175.0,0.0,2040175,2040175
credit mutuel arkea,impuesto predial,p,pagos web,400033.0,,400033,400033
credit one bank n.a.,impuesto predial,p,pagos web,714125.0,2093.0360723121807,715605,712645
"credit one bank, n.a.",impuesto predial,n,pagos web,435297.0,,435297,435297
"credit one bank, n.a.",impuesto predial,p,pagos web,1037407.2857142857,500991.55055939296,1530874,264093
credit suisse,impuesto predial,p,pagos web,878353.7142857143,224993.57706737192,966442,368134
credito s.a.,impuesto predial,p,pagos web,793198.3333333334,405978.9343011121,1169842,350999
"credito, s.a.",impuesto predial,n,pagos web,2407684.0,,2407684,2407684
"credito, s.a.",impuesto predial,p,pagos web,777653.5,9508.464886615504,784377,770930
credomatic de costa rica s.a.,impuesto predial,p,pagos web,378349.28571428574,473896.2589571387,1422135,96198
credomatic de costa rica s.a.,industria y comercio,p,pagos web,2081253.0,,2081253,2081253
credomatic de honduras s.a.,impuesto predial,a,pagos web,834984.5,103362.74795350595,908073,761896
"credomatic de panama, s.a.",impuesto predial,n,pagos web,605298.0,,605298,605298
dale,impuesto predial,a,pagos web,53046.0,,53046,53046
dale,impuesto predial,n,pagos web,242662.0,342699.4124900129,637782,26313
dale,impuesto predial,p,pagos web,130501.6,168923.28368937186,610060,73
daviplata,alumbrado publico,n,pagos web,40863.0,50162.15505737368,76333,5393
daviplata,alumbrado publico,p,pagos web,28761.0,21379.52046234901,59132,1918
daviplata,aprov.esp.pub,a,pagos web,232312.0,,232312,232312
daviplata,circulacion y transito,a,pagos web,41186.0,20919.28727275382,57540,7090
daviplata,circulacion y transito,n,pagos web,68602.25,45027.04974697617,107894,26879
daviplata,circulacion y transito,p,pagos web,42441.4,27787.322913258744,93447,4200
daviplata,facilidades,a,pagos web,191482.25,119543.56467379023,298110,76616
daviplata,facilidades,n,pagos web,643467.625,961615.4994835079,3666783,37764
daviplata,facilidades,p,pagos web,258380.0404040404,284668.35050766263,2107460,15330
daviplata,impuesto predial,a,pagos web,173488.8811881188,234935.1432329905,1347134,407
daviplata,impuesto predial,n,pagos web,165911.8469387755,227056.17889332172,1352163,95
daviplata,impuesto predial,p,pagos web,174166.44173441734,252258.3268625996,3148462,15
daviplata,impuesto predial,w,pagos web,31958.0,,31958,31958
daviplata,impuesto telefonico,p,pagos web,43743.666666666664,65629.34219031404,119508,4435
daviplata,industria y comercio,a,pagos web,79719.95652173914,101877.20695232628,406102,5965
daviplata,industria y comercio,n,pagos web,273207.63157894736,279749.24080925895,967450,1605
daviplata,industria y comercio,p,pagos web,151218.71584699454,399270.14410759415,4879452,28
daviplata,industria y comercio,w,pagos web,300358.5,45460.60206926433,332504,268213
daviplata,ingresos no tributarios,p,pagos web,472733.0,,472733,472733
daviplata,movilidad,p,pagos web,494150.0,319117.2903494889,719800,268500
daviplata,otros ingresos,n,pagos web,2478.0,,2478,2478
daviplata,rentas contractuales,a,pagos web,264228.25,225457.52382267042,592289,116156
daviplata,rentas contractuales,n,pagos web,652220.0,,652220,652220
daviplata,retencion ica,p,pagos web,220500.0,386379.3472741523,798000,2000
davivienda,alumbrado publico,presencial,pagos presencial,658498.858000858,2047034.0371998136,30333709,69
davivienda,aportes voluntarios,presencial,pagos presencial,311185.0,,311185,311185
davivienda,aprov.esp.pub,presencial,pagos presencial,421013.6174863388,961824.6536914953,8617142,50070
davivienda,circulacion y transito,presencial,pagos presencial,110342.55703253577,140798.8431804953,1941954,3620
davivienda,circulación pico y placa,presencial,pagos presencial,308499.0,276546.9039613631,1022567,103887
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,993492.2,1821063.2785068254,6699276,1199
davivienda,delineación urbana,presencial,pagos presencial,16712158.734018264,124510142.93145241,1916598000,1000
davivienda,espectaculos publicos,presencial,pagos presencial,26693289.555555556,42002934.608861744,150126896,364138
davivienda,estampilla procultura,presencial,pagos presencial,5468549.0,,5468549,5468549
davivienda,exogena reteica,presencial,pagos presencial,132804.0,,132804,132804
davivienda,impuesto predial,presencial,pagos presencial,417857.9921995958,3390582.9350054646,856839949,20
davivienda,impuesto telefonico,presencial,pagos presencial,257924373.31543624,307706048.43772316,1225569913,1638
davivienda,industria y comercio,presencial,pagos presencial,828726.5570027522,11476985.207505884,995805980,24
davivienda,ingresos no tributarios,presencial,pagos presencial,2790744.5123609393,68774369.67995013,3712409531,94
davivienda,movilidad,presencial,pagos presencial,213673.8150325425,286263.46534676943,24404401,1
davivienda,multas codigo de policia,presencial,pagos presencial,2169366.951219512,1780817.7685750294,3789889,42483
davivienda,otros ingresos,presencial,pagos presencial,1888304.7569060773,7429250.7034849385,73173670,40
davivienda,pot.,presencial,pagos presencial,6521880.97995283,48547235.29394815,1262891431,96694
davivienda,préstamos hipotecarios,presencial,pagos presencial,3144667.2178020887,13583212.797326718,203788178,353
davivienda,publicidad exterior visual,presencial,pagos presencial,913069.9094650205,1553245.0969813424,7828662,71000
davivienda,recursos fonset,presencial,pagos presencial,102429339.71428572,132591844.59302472,371589000,130096
davivienda,rendimientos financieros y recursos no ejecutados,presencial,pagos presencial,81098034.38315217,377508972.02246755,5001868132,31
davivienda,rentas contractuales,presencial,pagos presencial,747436.4699714014,1283446.6769026127,23770964,6703
davivienda,retencion ica,presencial,pagos presencial,224397373.06896552,353054265.79813963,1042553000,10000
davivienda,servicios,presencial,pagos presencial,45895.37949640288,107870.17182007154,1486310,100
davivienda,sobretasa a la gasolina,presencial,pagos presencial,3804804.6666666665,1961442.9092977275,5961774,2128097
davivienda,transferencias,presencial,pagos presencial,5194424.0,6830161.335584687,15364255,634667
davivienda s.a.,facilidades,p,pagos web,115497.0,0.0,115497,115497
davivienda s.a.,impuesto predial,n,pagos web,231022.5,36924.409006780326,257132,204913
davivienda s.a.,impuesto predial,p,pagos web,218557.25,81706.68925033005,262029,96029
davivienda s.a.,industria y comercio,n,pagos web,99334.0,,99334,99334
davivienda s.a.,industria y comercio,p,pagos web,831182.0,,831182,831182
delta community c.u.,impuesto predial,n,pagos web,4590861.0,,4590861,4590861
deutsche bank ag,impuesto predial,p,pagos web,2626149.0,,2626149,2626149
deutsche kreditbank aktiengese,impuesto predial,p,pagos web,2279617.0,5.656854249492381,2279621,2279613
deutscher sparkassen - und gir,impuesto predial,p,pagos web,1117513.5,340730.00911645574,1358446,876581
deutscher sparkassen und girov,impuesto predial,a,pagos web,437743.0,,437743,437743
deutscher sparkassen und girov,impuesto predial,n,pagos web,2251388.0,0.0,2251388,2251388
deutscher sparkassen und girov,impuesto predial,p,pagos web,751273.2,499888.0785882976,1399194,220265
deutscher sparkassen und girov,servicios,p,pagos web,44989.0,,44989,44989
digital f.c.u.,impuesto predial,n,pagos web,80587.0,,80587,80587
digital f.c.u.,impuesto predial,p,pagos web,176443.0,,176443,176443
digital f.c.u.,impuesto predial,w,pagos web,310544.0,,310544,310544
diners club,impuesto predial,n,pagos web,598910.0,,598910,598910
diners club,impuesto predial,p,pagos web,1105846.1666666667,383735.5904720941,1883110,895054
distribuidora liverpool s.a. d,facilidades,p,pagos web,208456.0,,208456,208456
dkb das kann bank,impuesto predial,p,pagos web,1823664.0,1525045.4792562744,2902034,745294
dnb bank asa,impuesto predial,n,pagos web,4053593.0,,4053593,4053593
duo bank of canada,impuesto predial,p,pagos web,1141813.5,1424422.0629730853,2149032,134595
dz bank ag,facilidades,p,pagos web,314109.0,0.0,314109,314109
dz bank ag,impuesto predial,p,pagos web,2350891.0,64206.709945300885,2396292,2305490
dz bank ag deutsche zentral- g,impuesto predial,p,pagos web,2528130.4,2723987.1604853976,6959422,377010
eaglebank,alumbrado publico,p,pagos web,335916.0,,335916,335916
eaglebank,industria y comercio,p,pagos web,140742.0,,140742,140742
econstar sa,impuesto predial,p,pagos web,907798.0,,907798,907798
emirates nbd,impuesto predial,p,pagos web,629251.0,,629251,629251
