Banco,Contrato,Origen,Tipo archivo recaudo,Valor pago
banco caja social,publicidad exterior visual,n,pagos web,4568933
deutsche kreditbank aktiengese,impuesto predial,p,pagos web,4559234
banco de costa rica,facilidades,p,pagos web,4537623
banco davivienda,circulacion y transito,n,pagos web,4535032
itau corpbanca colombia s.a.,movilidad,p,pagos web,4531000
deutscher sparkassen und girov,impuesto predial,n,pagos web,4502776
banco diners club del ecuador,facilidades,p,pagos web,4492187
n26 gmbh,delineación urbana,a,pagos web,4488650
bancolombia cayman,facilidades,n,pagos web,4439459
charles schwab bank,impuesto predial,n,pagos web,4409908
banco caja social,delineación urbana,n,pagos web,4403540
banco popular,publicidad exterior visual,p,pagos web,4395474
banco bbva colombia s.a.,sobretasa a la gasolina,p,pagos web,4388736
cfa cooperativa financiera,impuesto predial,a,pagos web,4378629
banco de credito del peru,impuesto predial,n,pagos web,4369936
davivienda,circulación pico y placa,presencial,pagos presencial,4318986
"first century bank, n.a.",impuesto predial,p,pagos web,4318626
"bank of america, n.a.",impuesto predial,n,pagos web,4303976
banco falabella,delineación urbana,n,pagos web,4303540
movii sa,facilidades,p,pagos web,4286521
banco de bogotá s.a.,retencion ica,p,pagos web,4277000
banco de credito del peru,impuesto predial,p,pagos web,4262582
state department f.c.u.,impuesto predial,p,pagos web,4233592
bancolombia - botón bancolombi,circulacion y transito,a,pagos web,4231618
banco popular s.a.,industria y comercio,p,pagos web,4229447
santander consumer bank ag,impuesto predial,p,pagos web,4221940
"hsbc bank (panama), s.a.",facilidades,p,pagos web,4221348
financiera coomeva,industria y comercio,n,pagos web,4210992
caja social bcs,impuesto predial,a,pagos web,4164048
"banco de occidente, s.a.",delineación urbana,n,pagos web,4163370
bcsc,industria y comercio,a,pagos web,4161573
bancolombia,servicios,p,pagos web,4154155
banco de bogotá s.a.,impuesto predial,w,pagos web,4151995
banco pichincha c.a.,impuesto predial,p,pagos web,4125372
movii s.a.,impuesto predial,p,pagos web,4109275
banco gnb sudameris,alumbrado publico,p,pagos web,4105690
gnb sudameris,impuesto predial,n,pagos web,4102291
"bankinter, s.a.",impuesto predial,p,pagos web,4098661
visa - visa,industria y comercio,p,pagos web,4098020
la banque postale,industria y comercio,n,pagos web,4095984
credit mutuel arkea,impuesto predial,n,pagos web,4080350
compania de financiamiento tuy,delineación urbana,p,pagos web,4058000
dnb bank asa,impuesto predial,n,pagos web,4053593
postfinance ag,facilidades,p,pagos web,4036614
n26 gmbh,facilidades,p,pagos web,4027867
banco bbva colombia s.a.,alumbrado publico,n,pagos web,4012090
compania de financiamiento tuy,publicidad exterior visual,p,pagos web,4005000
banco caminos s.a.,impuesto predial,p,pagos web,4002076
wells fargo,impuesto predial,p,pagos web,3989556
banco colpatria pricesmart,rentas contractuales,p,pagos web,3979921
national australia bank limite,impuesto predial,a,pagos web,3979594
banco credifinanciera,impuesto predial,p,pagos web,3978874
ripley visa,impuesto predial,n,pagos web,3977758
banco av villas,ingresos no tributarios,p,pagos web,3963829
abu dhabi commercial bank,impuesto predial,n,pagos web,3958629
banco de occidente,industria y comercio,a,pagos web,3950172
"capital one, national associat",industria y comercio,n,pagos web,3949924
bancomer,industria y comercio,p,pagos web,3926603
consumidor de american express,facilidades,p,pagos web,3914662
"bb and t financial, f.s.b.",impuesto predial,p,pagos web,3897492
visa - visa,impuesto predial,w,pagos web,3893740
hsbc,impuesto predial,n,pagos web,3886840
banco santander,facilidades,n,pagos web,3882822
bancolombia s.a.,otros ingresos,p,pagos web,3855337
scotiabank colpatria s.a.,retencion ica,p,pagos web,3822000
compania de financiamiento tuy,ingresos no tributarios,p,pagos web,3819259
citibank n.a.,delineación urbana,p,pagos web,3817000
jeeves technologies colombia s,impuesto predial,p,pagos web,3811641
banco caja social,otros ingresos,n,pagos web,3800423
popular,multas codigo de policia,presencial,pagos presencial,3789889
"itau corpbanca colombia, s.a.",rentas contractuales,p,pagos web,3788986
financiera juriscoop,facilidades,p,pagos web,3777550
deutscher sparkassen und girov,impuesto predial,p,pagos web,3756366
"bbva bancomer, s.a.",impuesto predial,p,pagos web,3753144
community federal savings bank,impuesto predial,p,pagos web,3734385
master - master,impuesto predial,n,pagos web,3692809
payoneer europe limited,impuesto predial,a,pagos web,3691559
regions bank,industria y comercio,p,pagos web,3675921
nexi payments spa,impuesto predial,a,pagos web,3648548
dkb das kann bank,impuesto predial,p,pagos web,3647328
cotrafa,impuesto predial,a,pagos web,3616996
chase bank usa n.a.,impuesto predial,a,pagos web,3612451
the saudi national bank,impuesto predial,p,pagos web,3604761
global bank corporation,impuesto predial,n,pagos web,3578795
banco bilbao vizcaya argentari,industria y comercio,n,pagos web,3572578
banco bilbao vizcaya argentari,industria y comercio,a,pagos web,3555447
goldman sachs bank usa,facilidades,p,pagos web,3516739
zuercher kantonalbank,impuesto predial,a,pagos web,3511575
credibanco,impuesto predial,a,pagos web,3500852
banco caja social,aprov.esp.pub,n,pagos web,3466935
"chase bank usa, n.a.",facilidades,n,pagos web,3438775
advancial f.c.u.,impuesto predial,p,pagos web,3436960
banco av villas,impuesto predial,w,pagos web,3436498
banco colpatria,ingresos no tributarios,p,pagos web,3431858
hsbc bank (singapore) limited,impuesto predial,n,pagos web,3427364
bbva colombia s.a,facilidades,a,pagos web,3413067
confiar cooperativa financiera,facilidades,n,pagos web,3412327
"banco industrial, s.a.",impuesto predial,p,pagos web,3387080
banco bbva colombia s.a.,otros ingresos,n,pagos web,3371970
adcb,impuesto predial,p,pagos web,3345942
"pnc bank, n.a.",impuesto predial,n,pagos web,3342478
banco bbva colombia,industria y comercio,p,pagos web,3338440
hsbc bank,impuesto predial,p,pagos web,3336900
bbva,industria y comercio,a,pagos web,3317011
global bank corporation,impuesto predial,p,pagos web,3316017
banco serfinanza,industria y comercio,p,pagos web,3314230
people's united bank national,impuesto predial,p,pagos web,3306957
banco santander colombia,industria y comercio,n,pagos web,3297051
swiss post,impuesto predial,n,pagos web,3285670
hsbc,impuesto predial,a,pagos web,3236129
banco colpatria,rentas contractuales,p,pagos web,3229184
pse - cuentas débito ahorro y,impuesto predial,n,pagos web,3220897
"banco de occidente, s.a.",facilidades,a,pagos web,3208337
banco regional de monterrey s.,impuesto predial,p,pagos web,3207190
gnb sudameris s.a.,industria y comercio,p,pagos web,3202703
people's united bank,impuesto predial,p,pagos web,3195225
postfinance ag,impuesto predial,p,pagos web,3184039
nu pagamentos sa,publicidad exterior visual,p,pagos web,3181000
banco de occidente s.a.,facilidades,p,pagos web,3177279
bancamia s.a.,impuesto predial,n,pagos web,3174736
"barclays bank mocambique, s.a.",impuesto predial,p,pagos web,3167707
europay belgium s.c.r.l.,impuesto predial,n,pagos web,3161464
banco itau,circulacion y transito,p,pagos web,3155970
confiar,otros ingresos,presencial,pagos presencial,3133786
banco bogota,delineación urbana,a,pagos web,3131000
banco serfinanza s.a,impuesto predial,a,pagos web,3112480
coofinep,alumbrado publico,presencial,pagos presencial,3103811
morgan stanley private bank na,impuesto predial,a,pagos web,3103486
banco colpatria pricesmart,facilidades,n,pagos web,3094239
td bank n.a.,impuesto predial,p,pagos web,3088802
banco bogota,facilidades,a,pagos web,3084965
banco gnb sudameris,aprov.esp.pub,n,pagos web,3057904
mbank s.a.,impuesto predial,p,pagos web,3050773
suncoast schools f.c.u.,impuesto predial,p,pagos web,3029697
banco davivienda s.a.,facilidades,n,pagos web,2996926
banco santander s.a,impuesto predial,p,pagos web,2991550
"credicard, s.a.",impuesto predial,p,pagos web,2946514
pentagon f.c.u.,impuesto predial,n,pagos web,2927270
ubs switzerland ag,impuesto predial,p,pagos web,2920327
metabank,impuesto predial,n,pagos web,2918924
cfa,ingresos no tributarios,presencial,pagos presencial,2915269
banco falabella,circulacion y transito,p,pagos web,2906190
sovereign bank,impuesto predial,n,pagos web,2898340
banco finandina s.a. bic,impuesto predial,p,pagos web,2886109
"grupo absa, ltd",impuesto predial,p,pagos web,2878342
ing bank n.v.,impuesto predial,p,pagos web,2859968
banco itau,transferencias,n,pagos web,2842088
itau corpbanca,impuesto predial,p,pagos web,2828673
banco falabella,aprov.esp.pub,n,pagos web,2828159
banco caja social,industria y comercio,a,pagos web,2825405
scotiabank de costa rica s.a.,impuesto predial,p,pagos web,2815630
banco santander colombia,retencion ica,n,pagos web,2804000
"citizens bank, n.a.",impuesto predial,p,pagos web,2802759
banco caja social,circulacion y transito,n,pagos web,2797872
bancoomeva s.a.,industria y comercio,a,pagos web,2788519
banco del progreso,impuesto predial,p,pagos web,2785609
"capital bank, inc.",impuesto predial,n,pagos web,2784756
verband der sparda banken e.v.,impuesto predial,p,pagos web,2782697
bancolombia,ingresos no tributarios,a,pagos web,2778546
inversora pichincha,alumbrado publico,p,pagos web,2744909
bb and t financial f.s.b.,impuesto predial,p,pagos web,2736483
servibanca s.a.,industria y comercio,p,pagos web,2726739
usaa savings bank,impuesto predial,n,pagos web,2713546
master - master,impuesto predial,a,pagos web,2705804
rogers bank,impuesto predial,p,pagos web,2694445
nequi,delineación urbana,n,pagos web,2687850
banco de la republica oriental,impuesto predial,p,pagos web,2680700
american express us consumer,facilidades,n,pagos web,2674517
travellers cheque,impuesto predial,p,pagos web,2664557
first community credit union o,impuesto predial,a,pagos web,2661976
"capital one bank (usa), n.a.",impuesto predial,a,pagos web,2658917
cotrafa,retencion ica,presencial,pagos presencial,2653000
credomatic de costa rica s.a.,impuesto predial,p,pagos web,2648445
confiar,impuesto telefonico,presencial,pagos presencial,2632264
"rappipay, s.a.s.",industria y comercio,a,pagos web,2626449
deutsche bank ag,impuesto predial,p,pagos web,2626149
lulo bank,industria y comercio,n,pagos web,2611745
banco serfinanza s.a,industria y comercio,n,pagos web,2607976
rappipay,industria y comercio,p,pagos web,2606970
finandina,facilidades,a,pagos web,2604820
banco de bogota,impuesto predial,w,pagos web,2596721
"banco de occidente, s.a.",espectaculos publicos,n,pagos web,2593818
"gio building society, ltd.",impuesto predial,n,pagos web,2590277
pomelo tecnologia sas,industria y comercio,n,pagos web,2590223
bancamia s.a.,facilidades,p,pagos web,2586313
compania de financiamiento tuy,rentas contractuales,n,pagos web,2585505
its bank,impuesto predial,p,pagos web,2579487
china merchants bank,impuesto predial,p,pagos web,2576608
bancolombia - botón bancolombi,recursos fonset,p,pagos web,2570811
visa,rentas contractuales,a,pagos web,2569990
cotrafa,industria y comercio,a,pagos web,2566658
bbva,facilidades,n,pagos web,2555564
banco general s.a.,impuesto predial,n,pagos web,2551339
credit industriel et commercia,impuesto predial,p,pagos web,2548942
bbva colombia s.a,movilidad,n,pagos web,2541400
banco av villas,industria y comercio,w,pagos web,2532033
banco diners club del ecuador,impuesto predial,p,pagos web,2530491
bancomer,impuesto predial,p,pagos web,2530105
shinhan card co. ltd.,impuesto predial,p,pagos web,2526259
bancolombia s.a.,ingresos no tributarios,n,pagos web,2516454
banco falabella,delineación urbana,p,pagos web,2507774
bac international bank,impuesto predial,p,pagos web,2501176
scotiabank colpatria,recursos fonset,n,pagos web,2500000
giros y finanzas compañia de f,impuesto predial,p,pagos web,2497295
banco de bogotá s.a.,facilidades,p,pagos web,2496741
"santander consumo, s.a. de c.v",impuesto predial,p,pagos web,2495696
chase manhattan bank usa n.a.,impuesto predial,p,pagos web,2493911
bank of mead,impuesto predial,p,pagos web,2491476
coofinep,impuesto predial,presencial,pagos presencial,2484055
banco colpatria,circulacion y transito,p,pagos web,2483478
banco bilbao vizcaya argentari,delineación urbana,p,pagos web,2428000
bogota_1,exogena reteica,presencial,pagos presencial,2427200
"credito, s.a.",impuesto predial,n,pagos web,2407684
banco colpatria,alumbrado publico,p,pagos web,2406539
banco de occidente,circulacion y transito,n,pagos web,2394805
cfa,alumbrado publico,presencial,pagos presencial,2394177
banco caja social,impuesto predial,w,pagos web,2393911
"rappipay, s.a.s.",ingresos no tributarios,n,pagos web,2387649
oao swedbank,impuesto predial,n,pagos web,2386875
nu pagamentos sa,alumbrado publico,n,pagos web,2383124
san diego county c.u.,industria y comercio,p,pagos web,2374485
state employees' c.u.,impuesto predial,n,pagos web,2371006
banco falabella,impuesto predial,w,pagos web,2368405
multibank inc.,impuesto predial,n,pagos web,2365535
"rappipay, s.a.s.",ingresos no tributarios,p,pagos web,2362199
bancolombia,sobretasa a la gasolina,presencial,pagos presencial,2358500
cotrafa,servicios,presencial,pagos presencial,2356171
cfa,circulacion y transito,presencial,pagos presencial,2352712
banco de occidente,industria y comercio,w,pagos web,2343479
finandina,industria y comercio,a,pagos web,2339958
financiera juriscoop,impuesto predial,n,pagos web,2338881
itaú,publicidad exterior visual,p,pagos web,2328364
bank of nova scotia,impuesto predial,n,pagos web,2312743
"santander consumo, s.a. de c.v",impuesto predial,n,pagos web,2311767
first national bank in sioux f,impuesto predial,p,pagos web,2311008
lulo bank,impuesto predial,n,pagos web,2305490
citibank n.a.,industria y comercio,p,pagos web,2302932
banco popular,otros ingresos,n,pagos web,2294416
banco bogota,industria y comercio,a,pagos web,2293665
rappipay daviplata,impuesto predial,p,pagos web,2291816
ing bank n.v.,impuesto predial,n,pagos web,2289774
duo bank of canada,impuesto predial,p,pagos web,2283627
bancolombia s.a.,rentas contractuales,a,pagos web,2272736
citibank,circulacion y transito,p,pagos web,2254372
banco de nova scotia,impuesto predial,p,pagos web,2253869
deutscher sparkassen - und gir,impuesto predial,p,pagos web,2235027
compania de financiamiento tuy,circulacion y transito,p,pagos web,2222723
bancolombia s.a.- nequi,industria y comercio,n,pagos web,2222221
multibank inc.,impuesto predial,p,pagos web,2217435
"wells fargo bank, n.a.",industria y comercio,p,pagos web,2211644
amex canada globestar,industria y comercio,p,pagos web,2192560
banco de credito e inversiones,impuesto predial,p,pagos web,2192180
regions bank,impuesto predial,n,pagos web,2191842
payoneer europe limited,industria y comercio,p,pagos web,2178320
pomelo tecnologia sas,impuesto predial,a,pagos web,2175918
cotrafa,impuesto telefonico,presencial,pagos presencial,2166925
servicios financieros carrefou,impuesto predial,p,pagos web,2165758
coofinep cooperativa financier,impuesto predial,n,pagos web,2162652
inversora pichincha,industria y comercio,p,pagos web,2160635
"aruba bank, n.v.",impuesto predial,p,pagos web,2160266
"bay first bank, n.a.",impuesto predial,p,pagos web,2148262
barwa bank,impuesto predial,n,pagos web,2148230
la federation des caisses desj,impuesto predial,p,pagos web,2139393
bancoomeva s.a.,delineación urbana,p,pagos web,2138000
caja social bcs,industria y comercio,p,pagos web,2131349
nationwide building society,impuesto predial,n,pagos web,2122759
banco de occidente s.a.,rentas contractuales,p,pagos web,2106077
credit agricole s.a.,impuesto predial,p,pagos web,2105418
evolve bank & trust,industria y comercio,p,pagos web,2101334
cf tech colombia sas,rentas contractuales,n,pagos web,2096890
latitude finance australia,impuesto predial,p,pagos web,2094736
credomatic de costa rica s.a.,industria y comercio,p,pagos web,2081253
banco falabella,aprov.esp.pub,p,pagos web,2072349
nequi,circulacion y transito,n,pagos web,2069729
itaú,facilidades,a,pagos web,2061829
bbva,servicios,presencial,pagos presencial,2054795
bancamia s.a.,impuesto predial,a,pagos web,2027877
banco caja social s.a.,facilidades,p,pagos web,2025522
"caixabank, s.a.",impuesto predial,p,pagos web,2025392
banco caja social,estampilla procultura,p,pagos web,2014442
serfinansa,impuesto predial,a,pagos web,2003090
movii,impuesto predial,p,pagos web,2002496
banco av villas,facilidades,a,pagos web,1983049
"santander bank, na",impuesto predial,n,pagos web,1981619
banco popular s.a.,facilidades,p,pagos web,1971367
"rappipay, s.a.s.",industria y comercio,w,pagos web,1967000
dale,impuesto predial,p,pagos web,1957524
scotiabank colpatria s.a.,alumbrado publico,p,pagos web,1946486
banco bbva colombia s.a.,circulacion y transito,n,pagos web,1938908
"citibank (hong kong), ltd.",impuesto predial,p,pagos web,1934226
sabana bank,impuesto predial,p,pagos web,1929436
"chase bank usa, n.a.",industria y comercio,p,pagos web,1927515
commonwealth bank of australia,impuesto predial,n,pagos web,1924071
"capital one, n.a.",impuesto predial,p,pagos web,1893791
scotiabank colpatria s.a.,aprov.esp.pub,n,pagos web,1888032
banco popular s.a.,impuesto predial,a,pagos web,1881113
banco serfinanza s.a,impuesto predial,n,pagos web,1880848
lloyds tsb bank plc,impuesto predial,p,pagos web,1875023
movii s.a.,impuesto predial,a,pagos web,1874877
nequi,industria y comercio,w,pagos web,1872893
asociacion gremial de instituc,industria y comercio,p,pagos web,1871380
banco caja social s.a.,industria y comercio,p,pagos web,1868588
nequi,servicios,n,pagos web,1857403
credit lyonnais,impuesto predial,p,pagos web,1838598
daviplata,industria y comercio,a,pagos web,1833559
bancolombia s.a.,impuesto telefonico,p,pagos web,1829688
"st. george bank, ltd.",impuesto predial,p,pagos web,1828412
itau corpbanca colombia s.a.,publicidad exterior visual,p,pagos web,1820393
saudi british bank,facilidades,p,pagos web,1809965
compania de financiamiento tuy,alumbrado publico,p,pagos web,1805324
scotiabank colpatria,impuesto predial,w,pagos web,1787664
macy's,impuesto predial,p,pagos web,1766666
banco de bogota s.a.,facilidades,a,pagos web,1762392
"capital one bank (usa), n.a.",industria y comercio,p,pagos web,1758420
finandina,movilidad,p,pagos web,1755500
"banco citibank de el salvador,",impuesto predial,p,pagos web,1755355
banco cooperativo coopcentral,delineación urbana,p,pagos web,1751000
confiar cooperativa financiera,delineación urbana,p,pagos web,1746440
usaa savings bank,impuesto predial,a,pagos web,1740776
colpatria,aprov.esp.pub,presencial,pagos presencial,1740621
banco davivienda,circulacion y transito,a,pagos web,1738714
citibank privatkunden ag and c,facilidades,p,pagos web,1738328
bancomer,impuesto predial,n,pagos web,1731585
sovereign bank,impuesto predial,p,pagos web,1717730
nequi,ingresos no tributarios,p,pagos web,1717109
nequi,alumbrado publico,n,pagos web,1714524
caisse nationale de credit agr,impuesto predial,p,pagos web,1701067
nu pagamentos sa,rentas contractuales,n,pagos web,1697800
compania de financiamiento tuy,aprov.esp.pub,p,pagos web,1697751
bancocajasocial,servicios,presencial,pagos presencial,1691805
bancocajasocial,impuesto telefonico,presencial,pagos presencial,1690903
banco itau,otros ingresos,n,pagos web,1683433
credibanco,industria y comercio,p,pagos web,1678174
bancolombia s.a.- nequi,rentas contractuales,p,pagos web,1675172
credomatic de honduras s.a.,impuesto predial,a,pagos web,1669969
bbva,multas codigo de policia,presencial,pagos presencial,1667022
u.s. bank national association,impuesto predial,n,pagos web,1664555
cf tech sa de cv,industria y comercio,p,pagos web,1654948
itaú,circulacion y transito,p,pagos web,1652271
state employees' c.u.,impuesto predial,p,pagos web,1650640
bancolombia - botón bancolombi,retencion ica,n,pagos web,1643466
movii,impuesto predial,a,pagos web,1640434
n26 gmbh,impuesto predial,n,pagos web,1634890
"banco de guayaquil, s.a.",industria y comercio,p,pagos web,1633000
bbva,otros ingresos,presencial,pagos presencial,1625198
banco de bogota,circulacion y transito,a,pagos web,1624005
"chase bank usa, n.a.",industria y comercio,a,pagos web,1622528
movii s.a.,industria y comercio,p,pagos web,1612683
san diego county c.u.,impuesto predial,p,pagos web,1608967
commercial bank of qatar (q.s.,impuesto predial,p,pagos web,1603629
bank of scotland,impuesto predial,p,pagos web,1598322
cfa cooperativa financiera,retencion ica,p,pagos web,1596120
banco davivienda,impuesto telefonico,n,pagos web,1593283
six bbs ag,impuesto predial,p,pagos web,1587030
banco gnb sudameris,movilidad,p,pagos web,1586100
banco de credito del peru,industria y comercio,n,pagos web,1583648
banco colpatria pricesmart,aprov.esp.pub,n,pagos web,1582941
"banco internacional, s.a.",impuesto predial,p,pagos web,1580259
wells fargo bank n.a.,impuesto predial,a,pagos web,1574802
choice financial group,impuesto predial,p,pagos web,1572392
inversora pichincha,facilidades,a,pagos web,1570755
dz bank ag,facilidades,p,pagos web,1570545
"multibank, inc.",impuesto predial,p,pagos web,1565551
"credito, s.a.",impuesto predial,p,pagos web,1555307
standard chartered bank,impuesto predial,p,pagos web,1544678
bancolombia s.a.- nequi,aprov.esp.pub,p,pagos web,1531988
bank of wyoming,impuesto predial,p,pagos web,1526656
banco de la republica oriental,impuesto predial,n,pagos web,1524602
banco de reservas de la republ,impuesto predial,n,pagos web,1521324
ibercaja (caja de ahorros y mo,impuesto predial,p,pagos web,1519912
bancaja (caja de ahorros de va,impuesto predial,p,pagos web,1507585
"credicorp bank, s.a.",impuesto predial,p,pagos web,1505862
"bbva bancomer, s.a.",impuesto predial,a,pagos web,1502729
banco falabella,circulacion y transito,n,pagos web,1498413
banco de bogotá s.a.,rentas contractuales,p,pagos web,1489212
campus usa credit union,impuesto predial,a,pagos web,1486852
scotiabank colpatria s.a.,facilidades,a,pagos web,1479381
hsbc bank middle east,impuesto predial,n,pagos web,1476929
banco coomeva s.a.,impuesto predial,a,pagos web,1471864
partners f.c.u.,impuesto predial,p,pagos web,1465750
visa,impuesto predial,a,pagos web,1465658
citibank,rentas contractuales,p,pagos web,1452990
columbia state bank,industria y comercio,n,pagos web,1452924
california bank and trust,impuesto predial,n,pagos web,1447150
banco av villas,industria y comercio,a,pagos web,1446627
pse - cuentas débito ahorro y,ingresos no tributarios,p,pagos web,1446201
hsbc,facilidades,n,pagos web,1441651
nu pagamentos sa,industria y comercio,a,pagos web,1433906
bancolombia,circulación pico y placa,presencial,pagos presencial,1432995
credit one bank n.a.,impuesto predial,p,pagos web,1428250
caixa d'estalvis unio de caixe,impuesto predial,p,pagos web,1420829
gnb,movilidad,presencial,pagos presencial,1417800
bancocajasocial,publicidad exterior visual,presencial,pagos presencial,1412909
banco popular,industria y comercio,a,pagos web,1395419
altra f.c.u.,impuesto predial,n,pagos web,1390550
"jpmorgan chase bank, n.a.",facilidades,p,pagos web,1382191
synchrony bank,impuesto predial,n,pagos web,1382018
"grupo absa, ltd",facilidades,p,pagos web,1379362
kinecta federal credit union,industria y comercio,p,pagos web,1376642
banco popular,facilidades,a,pagos web,1372775
nequi,retencion ica,p,pagos web,1364000
bancolombia,aprov.esp.pub,a,pagos web,1361196
frost national bank,impuesto predial,p,pagos web,1360956
"banco davivienda, s.a.",industria y comercio,w,pagos web,1360196
bbva,alumbrado publico,p,pagos web,1352572
pse - cuentas débito ahorro y,circulacion y transito,p,pagos web,1346672
serfinansa,facilidades,p,pagos web,1344184
cfa cooperativa financiera,facilidades,n,pagos web,1339239
banco santander mexicano s.a.,impuesto predial,p,pagos web,1329875
compania de financiamiento tuy,aprov.esp.pub,n,pagos web,1317148
revolut ltd,facilidades,p,pagos web,1312282
savings institute,impuesto predial,p,pagos web,1308817
"tarjetas banamex, sa de cv, so",impuesto predial,n,pagos web,1293129
scotiabank colpatria s.a.,ingresos no tributarios,p,pagos web,1289576
coofinep,circulacion y transito,presencial,pagos presencial,1289428
confiar cooperativa financiera,alumbrado publico,p,pagos web,1288221
la banque postale,impuesto predial,p,pagos web,1286214
nium pte. ltd.,impuesto predial,n,pagos web,1283888
"scotiabank de costa rica, s.a.",impuesto predial,p,pagos web,1279459
"rappipay, s.a.s.",circulacion y transito,p,pagos web,1277247
banco davivienda,otros ingresos,n,pagos web,1276000
nu pagamentos sa,impuesto predial,w,pagos web,1272882
banco bpm societa per azioni,industria y comercio,n,pagos web,1269803
bbva colombia s.a,aprov.esp.pub,n,pagos web,1268160
cfa cooperativa financiera,industria y comercio,n,pagos web,1263654
bac international bank inc,impuesto predial,p,pagos web,1263120
cembra money bank ag,impuesto predial,p,pagos web,1262843
banco davivienda s.a.,industria y comercio,n,pagos web,1261766
banco pichincha s.a.,alumbrado publico,p,pagos web,1258171
canadian imperial bank of comm,impuesto predial,a,pagos web,1256668
banco de occidente s.a.,industria y comercio,a,pagos web,1252781
nu pagamentos sa,circulacion y transito,p,pagos web,1252011
navy f.c.u.,impuesto predial,a,pagos web,1247264
gnb sudameris,impuesto predial,a,pagos web,1240449
bancolombia s.a.- nequi,industria y comercio,a,pagos web,1239601
banco falabella,rentas contractuales,n,pagos web,1238855
banco occidente,otros ingresos,p,pagos web,1237012
financiera juriscoop,impuesto predial,a,pagos web,1230629
"caja de ahorros de galicia, vi",impuesto predial,p,pagos web,1225515
banco colpatria,retencion ica,p,pagos web,1220000
american express us consumer,industria y comercio,p,pagos web,1207604
"banco davivienda, s.a.",ingresos no tributarios,p,pagos web,1205047
banco falabella,retencion ica,p,pagos web,1204812
banco panama,facilidades,p,pagos web,1198339
first technology federal credi,impuesto predial,p,pagos web,1193772
confiar cooperativa financiera,movilidad,n,pagos web,1183300
canadian imperial bank of comm,facilidades,n,pagos web,1162409
federation des caisses desjard,impuesto predial,a,pagos web,1161978
caja de ahorros y pensiones de,impuesto predial,n,pagos web,1160092
"capital one bank (usa), nation",facilidades,p,pagos web,1158534
"banco santander, s.a,",impuesto predial,n,pagos web,1155454
coofinep cooperativa financier,industria y comercio,p,pagos web,1149320
intesa sanpaolo spa,impuesto predial,p,pagos web,1148970
confiar cooperativa financiera,retencion ica,n,pagos web,1138000
banco caja social,alumbrado publico,n,pagos web,1136204
banco colpatria pricesmart,circulacion y transito,p,pagos web,1132636
"banco citibank de costa rica,",impuesto predial,p,pagos web,1129469
card services for credit union,facilidades,p,pagos web,1122950
bancolombia - botón bancolombi,impuesto telefonico,n,pagos web,1121498
corner banca s.a.,impuesto predial,p,pagos web,1120454
caisse nationale de credit agr,impuesto predial,a,pagos web,1120076
financiera comultrasan,impuesto predial,p,pagos web,1113533
"banco itaucard, s.a.",impuesto predial,p,pagos web,1112260
bancolombia s.a.,servicios,n,pagos web,1112144
"banco multiple santa cruz, s.a",industria y comercio,p,pagos web,1102817
scotiabank colpatria,alumbrado publico,n,pagos web,1096470
banco popular,circulacion y transito,p,pagos web,1093916
credit du nord,impuesto predial,p,pagos web,1091874
bank of scotland plc,impuesto predial,n,pagos web,1089480
bancolombia s.a.,circulacion y transito,a,pagos web,1087389
"itau corpbanca colombia, s.a.",publicidad exterior visual,p,pagos web,1070875
servibanca s.a.,ingresos no tributarios,p,pagos web,1069584
avvillas,impuesto telefonico,presencial,pagos presencial,1067845
banco cooperativo coopcentral,impuesto predial,w,pagos web,1065751
"banco davivienda, s.a.",aprov.esp.pub,p,pagos web,1065050
bancolombia - botón bancolombi,delineación urbana,a,pagos web,1064650
banco santander s.a,facilidades,p,pagos web,1063080
asb bank,impuesto predial,p,pagos web,1062864
banco de credito del peru,facilidades,n,pagos web,1062709
daviplata,rentas contractuales,a,pagos web,1056913
mccoy f.c.u.,impuesto predial,p,pagos web,1055274
bank fund staff federal_credit,impuesto predial,n,pagos web,1052928
banco av villas,aprov.esp.pub,n,pagos web,1050067
bancolombia s.a.- nequi,alumbrado publico,p,pagos web,1044717
banco de occidente,impuesto predial,w,pagos web,1042740
financiera coomeva,facilidades,n,pagos web,1041007
confiar cooperativa financiera,aprov.esp.pub,n,pagos web,1032658
celtic bank corporation,impuesto predial,p,pagos web,1031194
"banco davivienda, s.a.",facilidades,a,pagos web,1028296
banco serfinanza,facilidades,a,pagos web,1024677
vystar c.u.,impuesto predial,p,pagos web,1021491
"banco general, s.a.",impuesto predial,n,pagos web,1020964
laegernes pensionsbank,impuesto predial,p,pagos web,1018352
itau corpbanca colombia s.a.,industria y comercio,a,pagos web,1014555
"banco inbursa, s.a.",impuesto predial,p,pagos web,1006713
visions f.c.u.,impuesto predial,p,pagos web,1003193
banco itau,estampilla procultura,n,pagos web,1000000
daviplata,movilidad,p,pagos web,988300
banco av villas s.a.,aprov.esp.pub,n,pagos web,975797
"capital one bank (usa), nation",industria y comercio,p,pagos web,973096
movii,industria y comercio,p,pagos web,958315
bancolombia - botón bancolombi,otros ingresos,p,pagos web,951365
banco davivienda s.a.,delineación urbana,p,pagos web,946000
banco agrario,facilidades,n,pagos web,939811
"banco de occidente, s.a.",circulacion y transito,p,pagos web,936390
westpac banking corporation,impuesto predial,p,pagos web,934415
nequi,impuesto telefonico,p,pagos web,934180
china citic bank,impuesto predial,n,pagos web,933478
